id,camera_name,camera_code,province,city_regency,district,subdistrict,location_name,latitude,longitude,location_accuracy,source_id,source_name,source_url,operator,access_type,stream_type,stream_url,api_endpoint,public_identifier,status,last_checked,timezone,license,terms_of_use,confidence_score,notes
810ebecfc69f64bf,Jl. Ki Ageng Gribig Arah Selatan,JTM-JL-KI-AGENG-GRIBIG-ARAH-,Jawa Timur,Kota Malang,KEDUNGKANDANG,,"Jalan Danau Toba Blok.E 9 No.16, Sawojajar, Kedungkandang, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",-7.9808859838311,112.66261624078,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/748385964560314122807188.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,748385964560314122807188,ONLINE,2026-09-04T00:20:27+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
2e3fcab9c461f49b,Jl. Ki Ageng Gribig Arah Utara,JTM-JL-KI-AGENG-GRIBIG-ARAH-,Jawa Timur,Kota Malang,KEDUNGKANDANG,,"Jl. Raya Ki Ageng Gribig No.19, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",-7.9742168153195,112.67259470513,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/817521846151282907919064.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,817521846151282907919064,ONLINE,2026-09-04T00:20:27+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
f2c349cf4dae45d4,Jl. Kol Sugiono Arah Selatan,JTM-JL-KOL-SUGIONO-ARAH-SELA,Jawa Timur,Kota Malang,SUKUN,,"Jl. Kolonel Sugiono No.229, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65148, Indonesia",-8.0039351751878,112.63040588491,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/519874872010984433957942.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,519874872010984433957942,ONLINE,2026-09-04T00:20:28+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
40b978fc126cf905,Jl. Kolonel Sugiono Arah Utara,JTM-JL-KOLONEL-SUGIONO-ARAH-,Jawa Timur,Kota Malang,SUKUN,,"Jl. Kolonel Sugiono No.229, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65148, Indonesia",-8.0039793407998,112.63039603679,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/983215248854190957425299.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,983215248854190957425299,ONLINE,2026-09-04T00:20:28+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
a636254a7ef398d6,Jl. Kyai Parseh Jaya Arah Utara,JTM-JL-KYAI-PARSEH-JAYA-ARAH,Jawa Timur,Kota Malang,KEDUNGKANDANG,,"Jl. Gadang Bumiayu No.8, RT.04/RW.05, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65135, Indonesia",-8.0245590074592,112.63351631963,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/791264717746791807536169.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,791264717746791807536169,ONLINE,2026-09-04T00:20:25+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
d66706fd3c6fc06f,Jl. L.A Sucipto Arah Timur,JTM-JL-L-A-SUCIPTO-ARAH-TIMU,Jawa Timur,Kota Malang,BLIMBING,,"Jl. A. Yani No.62, RW.02, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",-7.9407759934185,112.6427713907,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/506397672406115725994991.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,506397672406115725994991,ONLINE,2026-09-04T00:20:11+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
691e4180bbd76e5d,Jl. L.A Sucipto Arah Timur (Rel Kereta),JTM-JL-L-A-SUCIPTO-ARAH-TIMU,Jawa Timur,Kota Malang,BLIMBING,,"Jl. Laksda Adi Sucipto No.36a, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",-7.9415939481937,112.64432260627,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/383058139820804059897454.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,383058139820804059897454,ONLINE,2026-09-04T00:20:13+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
bbde85e09366619c,Jl. LA Sucipto Arah Barat (Perbatasan),JTM-JL-LA-SUCIPTO-ARAH-BARAT,Jawa Timur,Kota Malang,BLIMBING,,"Jl. Raya Wendit Barat No.458, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",-7.9501648738256,112.66417854753,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/537255318919087826651532.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,537255318919087826651532,ONLINE,2026-09-04T00:20:15+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
0ed7b075678d685c,Jl. LA Sucipto Arah Timur (Perbatasan),JTM-JL-LA-SUCIPTO-ARAH-TIMUR,Jawa Timur,Kota Malang,KEDUNGKANDANG,,"Jl. Raya Wendit Barat No.1, Lowoksoro, Mangliawan, Kec. Pakis, Kota Malang, Jawa Timur 65154, Indonesia",-7.9502961908227,112.66467304435,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/886421518518743577298499.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,886421518518743577298499,ONLINE,2026-09-04T00:20:28+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
2d4f9ba2911be33c,Jl. Laksda Adi Sucipto Arah Barat,JTM-JL-LAKSDA-ADI-SUCIPTO-AR,Jawa Timur,Kota Malang,BLIMBING,,"Jl. Laksda Adi Sucipto No.151, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",-7.9436808088967,112.64812513013,exact,malangkota,Portal CCTV Kota Malang (Diskominfo Kota Malang),https://cctv.malangkota.go.id/sebaran-cctv,Pemerintah Kota Malang,OFFICIAL_PORTAL,HLS,https://cctv.malangkota.go.id/cctv-stream/streams/272315206096758266726516.m3u8,https://cctv.malangkota.go.id/sebaran-cctv,272315206096758266726516,ONLINE,2026-09-04T00:20:15+07:00,Asia/Jakarta,Public monitoring feed,Ditayangkan publik oleh Pemkot Malang untuk pantauan lalu lintas. Tidak untuk redistribusi ulang tanpa izin.,0.95,
